customer_id,category,price,discount,quantity,payment_method,order_date,delivery_time,region,returned,total_amount,shipping_cost,profit_margin,age,gender,Month,age_group
C17735,Sports,107.72,0.1,1,PayPal,2023-11-06,7,South,No,96.95,7.03,22.06,35,Other,2023-11,26-35
C16694,Beauty,3.4,0.0,1,Debit Card,2024-04-12,8,South,No,3.4,1.36,0.17,64,Female,2024-04,56-65
C16974,Fashion,128.31,0.05,1,COD,2024-12-27,7,Central,No,121.89,7.37,35.29,40,Female,2024-12,36-45
C14735,Fashion,7.39,0.0,1,Credit Card,2024-07-31,5,East,No,7.39,2.69,-0.1,68,Male,2024-07,
C16022,Sports,102.58,0.0,1,Credit Card,2024-10-24,6,East,No,102.58,6.95,23.82,21,Male,2024-10,18-25
C12681,Grocery,13.09,0.0,1,Debit Card,2024-05-09,5,East,No,13.09,2.64,-1.59,58,Male,2024-05,56-65
C12806,Fashion,51.14,0.1,1,Credit Card,2024-09-07,4,North,No,46.03,6.94,9.17,66,Male,2024-09,
C13769,Beauty,49.2,0.0,5,Credit Card,2024-03-03,4,Central,No,246.0,8.07,102.63,26,Female,2024-03,26-35
C12255,Beauty,6.23,0.0,2,PayPal,2025-08-11,3,North,No,12.46,3.77,1.84,61,Male,2025-08,56-65
C14410,Sports,85.23,0.2,2,COD,2024-04-26,8,South,No,136.37,8.64,32.27,41,Female,2024-04,36-45
C16447,Beauty,23.88,0.0,1,PayPal,2025-05-08,6,North,No,23.88,3.8,6.95,29,Female,2025-05,26-35
C10900,Fashion,29.92,0.0,1,Credit Card,2025-07-24,5,South,No,29.92,6.03,4.44,23,Female,2025-07,18-25
C16382,Sports,83.84,0.0,1,UPI,2025-06-09,4,South,No,83.84,5.54,19.61,38,Male,2025-06,36-45
C11750,Fashion,39.17,0.15,1,UPI,2025-06-18,5,North,No,33.29,4.37,7.28,21,Male,2025-06,18-25
C14899,Sports,149.91,0.0,2,Debit Card,2024-07-10,5,East,Yes,299.82,8.83,81.12,27,Female,2024-07,26-35
C13295,Fashion,12.75,0.05,1,Credit Card,2025-06-06,6,Central,Yes,12.11,2.71,1.53,47,Female,2025-06,46-55
C13159,Electronics,59.76,0.0,1,Credit Card,2023-09-15,3,Central,No,59.76,5.19,1.98,68,Female,2023-09,
C15656,Electronics,921.26,0.1,3,Debit Card,2024-01-06,7,East,No,2487.4,11.18,287.31,18,Female,2024-01,18-25
C11452,Toys,9.4,0.15,2,PayPal,2024-07-01,4,North,No,15.98,3.37,3.02,36,Female,2024-07,36-45
C11243,Electronics,559.9,0.0,1,Debit Card,2025-07-17,3,North,No,559.9,9.88,57.31,56,Female,2025-07,56-65
C12322,Fashion,23.94,0.05,1,Credit Card,2024-11-13,3,Central,No,22.74,4.42,3.54,48,Female,2024-11,46-55
C11670,Fashion,5.19,0.0,1,Credit Card,2024-06-21,5,South,No,5.19,2.46,-0.64,48,Female,2024-06,46-55
C12027,Electronics,128.92,0.05,1,UPI,2024-02-13,4,South,No,122.47,6.36,8.34,19,Female,2024-02,18-25
C17097,Beauty,5.73,0.15,1,Credit Card,2024-12-23,5,East,No,4.87,2.32,-0.13,51,Male,2024-12,46-55
C11768,Toys,36.03,0.0,1,Debit Card,2025-04-03,4,North,No,36.03,5.05,9.36,58,Male,2025-04,56-65
C16096,Grocery,3.47,0.0,1,COD,2024-04-16,5,Central,No,3.47,0.69,-0.41,61,Female,2024-04,56-65
C15185,Grocery,67.68,0.05,1,COD,2024-06-26,4,South,No,64.3,5.22,-0.08,35,Male,2024-06,26-35
C13663,Electronics,358.28,0.0,2,Debit Card,2024-07-02,3,North,No,716.56,10.46,75.53,47,Female,2024-07,46-55
C15542,Fashion,24.17,0.05,1,Credit Card,2023-10-31,5,Central,No,22.96,4.63,3.41,21,Female,2023-10,18-25
C12302,Home,102.53,0.1,1,Credit Card,2025-08-30,5,Central,No,92.28,7.23,18.61,35,Male,2025-08,26-35
C16268,Toys,66.16,0.0,3,UPI,2025-03-16,5,East,No,198.48,6.35,73.04,26,Female,2025-03,26-35
C11169,Home,143.12,0.0,2,Credit Card,2023-10-07,4,West,No,286.24,8.61,71.54,37,Female,2023-10,36-45
C14710,Beauty,37.32,0.0,2,PayPal,2023-10-16,4,Central,No,74.64,6.89,26.7,49,Female,2023-10,46-55
C12432,Sports,76.94,0.0,1,Credit Card,2024-01-17,6,East,No,76.94,6.03,17.05,60,Other,2024-01,56-65
C16590,Fashion,42.41,0.1,1,Credit Card,2024-01-14,3,Central,No,38.17,3.59,9.77,36,Male,2024-01,36-45
C10386,Beauty,104.19,0.0,1,Debit Card,2025-02-26,5,East,No,104.19,6.67,40.22,46,Female,2025-02,46-55
C12430,Electronics,351.45,0.0,3,COD,2025-05-18,3,North,No,1054.35,9.8,116.72,43,Male,2025-05,36-45
C13348,Home,112.79,0.1,1,Debit Card,2023-10-04,3,North,No,101.51,7.58,20.84,53,Male,2023-10,46-55
C11405,Home,282.15,0.0,1,Credit Card,2025-08-11,3,North,No,282.15,8.61,70.39,32,Male,2025-08,26-35
C10123,Fashion,34.32,0.0,1,Credit Card,2024-06-30,3,North,No,34.32,5.27,6.74,19,Male,2024-06,18-25
C13997,Fashion,36.55,0.15,1,PayPal,2024-04-05,7,South,Yes,31.07,3.84,7.03,37,Female,2024-04,36-45
C17434,Toys,26.36,0.15,2,Credit Card,2024-02-06,4,North,No,44.81,5.12,12.8,68,Male,2024-02,
C15909,Grocery,3.29,0.1,1,UPI,2023-09-19,7,West,No,2.96,2.9,-2.66,24,Female,2023-09,18-25
C17278,Grocery,2.84,0.0,1,Wallet,2024-02-29,5,East,No,2.84,2.2,-1.97,18,Female,2024-02,18-25
C13452,Home,136.82,0.1,1,COD,2024-06-16,3,North,No,123.14,6.81,27.67,62,Male,2024-06,56-65
C13896,Fashion,14.96,0.2,1,Debit Card,2025-08-16,4,South,No,11.97,5.5,-1.31,32,Male,2025-08,26-35
C11624,Electronics,235.85,0.15,2,Credit Card,2025-07-02,3,North,No,400.94,9.85,38.26,32,Male,2025-07,26-35
C11181,Sports,170.47,0.0,1,Debit Card,2024-06-19,5,West,No,170.47,10.35,40.79,37,Female,2024-06,36-45
C10727,Fashion,23.24,0.0,1,Debit Card,2023-12-31,7,West,No,23.24,4.49,3.64,31,Female,2023-12,26-35
C17039,Fashion,71.67,0.0,1,PayPal,2024-01-19,7,West,No,71.67,5.65,19.43,43,Female,2024-01,36-45
C13884,Home,62.31,0.0,1,COD,2025-05-31,4,West,No,62.31,5.9,11.55,62,Male,2025-05,56-65
C17715,Beauty,3.99,0.0,1,PayPal,2023-10-01,6,South,No,3.99,3.61,-1.81,19,Male,2023-10,18-25
C13670,Electronics,81.24,0.0,3,Credit Card,2025-02-14,5,West,No,243.72,8.21,21.04,30,Male,2025-02,26-35
C11141,Grocery,8.49,0.05,3,UPI,2025-03-05,4,West,No,24.2,4.24,-2.3,39,Male,2025-03,36-45
C12375,Sports,47.62,0.0,1,COD,2025-08-15,5,West,No,47.62,7.34,6.95,53,Female,2025-08,46-55
C14031,Electronics,255.69,0.0,1,COD,2024-06-16,3,Central,No,255.69,8.6,22.08,58,Female,2024-06,56-65
C16837,Fashion,41.4,0.0,5,Debit Card,2025-08-15,5,East,No,207.0,8.32,64.13,56,Female,2025-08,56-65
C17235,Electronics,979.28,0.1,1,COD,2025-05-20,4,South,No,881.35,11.82,93.94,64,Female,2025-05,56-65
C17601,Fashion,36.42,0.0,1,UPI,2025-04-04,7,West,No,36.42,4.89,7.86,54,Male,2025-04,46-55
C10358,Fashion,100.79,0.0,1,Debit Card,2024-06-23,8,West,No,100.79,4.58,30.7,25,Female,2024-06,18-25
C17146,Sports,197.01,0.05,1,Credit Card,2025-08-19,3,Central,No,187.16,9.5,46.65,50,Other,2025-08,46-55
C13742,Sports,224.79,0.05,1,COD,2025-02-28,6,West,No,213.55,9.39,54.68,18,Female,2025-02,18-25
C12844,Electronics,300.91,0.0,2,COD,2025-07-28,5,Central,No,601.82,9.51,62.71,65,Other,2025-07,56-65
C14538,Beauty,11.26,0.3,1,Credit Card,2025-04-28,6,South,No,7.88,2.34,1.21,30,Male,2025-04,26-35
C12211,Grocery,21.32,0.1,4,Credit Card,2024-08-01,4,South,No,76.75,6.62,-0.48,38,Female,2024-08,36-45
C10972,Beauty,12.55,0.05,2,UPI,2024-10-12,5,West,No,23.84,4.98,5.75,51,Female,2024-10,46-55
C10360,Grocery,30.77,0.0,4,UPI,2023-11-02,4,West,No,123.08,7.69,2.16,50,Female,2023-11,46-55
C12632,Home,24.58,0.0,1,Credit Card,2023-09-25,5,East,No,24.58,4.13,2.75,30,Female,2023-09,26-35
C13190,Home,159.27,0.05,2,COD,2024-09-12,5,West,No,302.61,7.54,77.19,52,Male,2024-09,46-55
C14948,Home,96.43,0.15,1,Debit Card,2024-03-25,5,South,No,81.97,6.22,16.73,44,Male,2024-03,36-45
C17154,Grocery,13.3,0.0,1,PayPal,2024-05-24,5,East,No,13.3,4.22,-3.16,30,Female,2024-05,26-35
C17362,Home,25.53,0.0,2,Wallet,2025-08-18,3,North,No,51.06,7.67,6.63,52,Male,2025-08,46-55
C11624,Grocery,47.75,0.0,2,Debit Card,2025-03-14,3,North,No,95.5,6.0,1.64,26,Male,2025-03,26-35
C13928,Beauty,33.71,0.2,1,PayPal,2024-02-25,4,West,No,26.97,3.09,9.05,57,Male,2024-02,56-65
C15707,Fashion,21.5,0.05,5,UPI,2025-06-10,6,North,No,102.12,6.16,29.58,43,Male,2025-06,36-45
C11756,Electronics,765.87,0.1,1,Debit Card,2025-03-01,5,South,No,689.28,7.79,74.92,24,Female,2025-03,18-25
C17818,Electronics,245.98,0.15,1,Debit Card,2025-07-27,6,West,No,209.08,8.47,16.62,56,Female,2025-07,56-65
C15119,Electronics,116.91,0.0,1,Debit Card,2024-01-24,5,West,No,116.91,6.89,7.14,25,Female,2024-01,18-25
C16003,Sports,65.38,0.0,1,Credit Card,2024-09-05,5,South,No,65.38,5.59,14.02,32,Female,2024-09,26-35
C16026,Home,60.65,0.0,4,Debit Card,2024-07-09,5,East,No,242.6,9.21,58.72,51,Female,2024-07,46-55
C10240,Sports,131.19,0.0,3,COD,2025-03-01,6,South,No,393.57,8.74,109.33,54,Male,2025-03,46-55
C17676,Toys,2.42,0.0,1,COD,2024-11-12,3,North,No,2.42,1.85,-0.88,50,Male,2024-11,46-55
C14761,Grocery,28.94,0.0,2,Credit Card,2023-09-16,5,West,No,57.88,8.41,-3.78,47,Male,2023-09,46-55
C16708,Electronics,234.02,0.0,1,UPI,2024-09-03,6,West,No,234.02,8.41,19.67,66,Female,2024-09,
C15261,Fashion,10.89,0.0,4,Credit Card,2024-07-22,4,Central,No,43.56,7.45,7.8,62,Female,2024-07,56-65
C16975,Beauty,38.78,0.05,1,COD,2025-03-21,4,West,No,36.84,5.04,11.54,30,Female,2025-03,26-35
C10975,Electronics,1495.73,0.0,4,Credit Card,2023-11-19,6,North,No,5982.92,12.25,705.7,45,Female,2023-11,36-45
C16135,Electronics,807.35,0.1,1,Wallet,2024-11-01,4,North,Yes,726.62,11.5,75.69,63,Male,2024-11,56-65
C16174,Sports,27.7,0.05,1,COD,2024-11-02,6,East,No,26.32,4.14,3.76,63,Female,2024-11,56-65
C14318,Sports,34.01,0.3,1,Debit Card,2025-09-02,5,East,No,23.81,3.77,3.37,45,Female,2025-09,36-45
C15923,Toys,88.49,0.0,1,Credit Card,2023-10-18,3,Central,No,88.49,7.74,27.66,41,Female,2023-10,36-45
C12313,Grocery,3.98,0.1,1,Credit Card,2024-08-11,3,North,No,3.58,3.63,-3.34,32,Female,2024-08,26-35
C11305,Home,57.28,0.0,2,Wallet,2025-01-17,5,East,No,114.56,7.62,24.46,56,Male,2025-01,56-65
C10787,Grocery,13.84,0.0,1,PayPal,2023-11-10,4,South,No,13.84,5.62,-4.51,57,Male,2023-11,56-65
C12428,Electronics,161.93,0.1,3,COD,2024-11-23,4,West,Yes,437.21,8.29,44.18,44,Male,2024-11,36-45
C10555,Toys,11.44,0.0,1,Credit Card,2024-03-06,6,North,No,11.44,3.84,0.74,66,Female,2024-03,
C12109,Fashion,71.47,0.0,2,Wallet,2025-04-01,5,North,No,142.94,9.17,40.86,65,Male,2025-04,56-65
C16856,Grocery,12.85,0.05,1,Debit Card,2023-10-08,6,South,No,12.21,4.25,-3.27,65,Female,2023-10,56-65
C14942,Fashion,86.69,0.0,2,PayPal,2023-10-04,4,West,No,173.38,7.52,53.16,39,Female,2023-10,36-45
C16664,Sports,156.89,0.0,1,PayPal,2024-10-08,6,East,No,156.89,6.53,40.54,19,Male,2024-10,18-25
C15190,Home,221.43,0.0,2,COD,2025-04-28,3,North,No,442.86,8.43,115.57,69,Female,2025-04,
C12649,Home,35.78,0.0,1,Credit Card,2024-10-08,3,North,No,35.78,3.65,6.37,46,Male,2024-10,46-55
C11559,Electronics,146.52,0.0,1,COD,2024-03-03,6,East,No,146.52,6.71,10.87,29,Male,2024-03,26-35
C14235,Sports,29.82,0.0,1,COD,2023-10-22,5,West,No,29.82,2.57,6.38,42,Female,2023-10,36-45
C17483,Electronics,92.52,0.0,2,UPI,2024-10-03,4,Central,No,185.04,8.41,13.79,54,Female,2024-10,46-55
C11363,Home,260.04,0.0,1,Debit Card,2025-05-28,5,South,No,260.04,7.89,64.92,34,Female,2025-05,26-35
C13959,Electronics,51.24,0.0,1,Debit Card,2025-08-16,6,South,No,51.24,6.91,-0.76,44,Male,2025-08,36-45
C10589,Beauty,27.2,0.0,1,Credit Card,2024-09-17,5,South,No,27.2,4.66,7.58,50,Female,2024-09,46-55
C11749,Fashion,106.41,0.0,4,PayPal,2024-09-29,5,West,No,425.64,7.36,141.61,29,Female,2024-09,26-35
C16671,Beauty,7.49,0.05,1,Debit Card,2024-01-17,4,North,No,7.12,2.68,0.52,46,Female,2024-01,46-55
C10540,Grocery,36.33,0.1,2,Debit Card,2025-05-28,3,Central,No,65.39,6.26,-1.03,59,Female,2025-05,56-65
C17583,Grocery,42.58,0.0,2,Debit Card,2023-12-17,7,East,No,85.16,8.34,-1.53,35,Male,2023-12,26-35
C17634,Fashion,47.75,0.0,5,Credit Card,2025-02-20,4,North,No,238.75,7.18,76.38,41,Female,2025-02,36-45
C12422,Electronics,407.5,0.0,1,COD,2024-12-23,3,Central,No,407.5,8.28,40.62,51,Female,2024-12,46-55
C10290,Electronics,117.13,0.2,2,PayPal,2024-10-10,6,West,No,187.41,7.29,15.2,34,Female,2024-10,26-35
C12090,Toys,83.5,0.15,1,UPI,2024-04-21,5,North,No,70.97,6.91,21.48,55,Female,2024-04,46-55
C13935,Fashion,71.13,0.05,1,Wallet,2024-03-10,4,North,No,67.57,6.17,17.48,59,Female,2024-03,56-65
C13958,Fashion,40.7,0.0,1,PayPal,2024-04-21,4,South,Yes,40.7,6.67,7.57,66,Female,2024-04,
C17220,Fashion,39.18,0.0,1,Credit Card,2025-01-15,6,West,No,39.18,5.36,8.35,33,Female,2025-01,26-35
C13859,Toys,20.92,0.0,1,PayPal,2024-03-24,5,South,Yes,20.92,4.31,4.06,46,Male,2024-03,46-55
C11255,Grocery,3.71,0.05,1,Debit Card,2024-02-27,8,East,No,3.52,2.07,-1.79,67,Female,2024-02,
C15331,Sports,99.37,0.15,1,Debit Card,2023-11-06,3,North,No,84.46,8.13,17.21,61,Male,2023-11,56-65
C10007,Toys,3.43,0.2,1,Debit Card,2023-10-12,4,West,No,2.74,1.92,-0.82,65,Male,2023-10,56-65
C11657,Beauty,25.74,0.1,1,PayPal,2025-06-25,5,South,No,23.17,5.71,4.72,18,Other,2025-06,18-25
C14578,Beauty,23.95,0.05,1,PayPal,2023-12-25,4,Central,Yes,22.75,6.0,4.24,63,Female,2023-12,56-65
C16185,Sports,53.51,0.0,1,COD,2024-08-09,3,North,No,53.51,5.67,10.38,46,Female,2024-08,46-55
C14428,Electronics,80.75,0.05,1,Credit Card,2023-11-18,4,West,No,76.71,6.95,2.26,47,Female,2023-11,46-55
C11256,Electronics,309.62,0.1,1,UPI,2024-01-29,4,West,No,278.66,8.13,25.31,51,Female,2024-01,46-55
C17237,Sports,66.58,0.1,1,COD,2025-06-20,3,North,No,59.92,6.72,11.26,24,Female,2025-06,18-25
C13950,Fashion,23.41,0.0,1,PayPal,2025-01-02,5,East,No,23.41,6.07,2.12,46,Male,2025-01,46-55
C11039,Home,83.55,0.0,2,Debit Card,2024-09-28,7,East,No,167.1,8.19,38.6,34,Female,2024-09,26-35
C12116,Toys,3.24,0.0,1,Credit Card,2023-11-08,6,East,No,3.24,2.87,-1.57,30,Female,2023-11,26-35
C16196,Beauty,5.18,0.0,1,COD,2023-12-09,5,Central,No,5.18,1.28,1.05,64,Female,2023-12,56-65
C10684,Toys,5.07,0.05,1,Debit Card,2024-10-30,6,South,No,4.82,2.31,-0.38,45,Other,2024-10,36-45
C14018,Home,116.15,0.0,3,Debit Card,2024-04-13,6,North,No,348.45,9.83,87.74,33,Male,2024-04,26-35
C15089,Fashion,21.36,0.05,1,PayPal,2024-04-23,7,East,No,20.29,5.1,2.0,48,Male,2024-04,46-55
C11797,Fashion,18.18,0.05,2,Credit Card,2025-07-25,4,Central,No,34.54,5.54,6.55,69,Female,2025-07,
C17546,Electronics,373.56,0.2,2,Credit Card,2024-09-10,5,North,No,597.7,11.7,60.02,50,Male,2024-09,46-55
C11824,Electronics,345.23,0.1,1,UPI,2025-08-12,5,East,No,310.71,7.24,30.05,60,Female,2025-08,56-65
C13534,Electronics,184.17,0.1,1,UPI,2024-07-17,4,North,No,165.75,5.67,14.22,23,Male,2024-07,18-25
C16670,Fashion,141.07,0.05,1,Debit Card,2024-07-13,6,West,No,134.02,7.25,39.66,52,Female,2024-07,46-55
C15901,Fashion,29.97,0.0,1,COD,2024-04-13,5,West,No,29.97,5.51,4.98,63,Other,2024-04,56-65
C15798,Home,37.67,0.3,1,Credit Card,2025-02-06,6,West,No,26.37,3.84,3.54,63,Female,2025-02,56-65
C10062,Beauty,56.8,0.0,1,PayPal,2024-02-09,4,North,No,56.8,5.56,20.0,27,Male,2024-02,26-35
C10260,Sports,129.09,0.0,4,Debit Card,2024-07-28,5,West,No,516.36,9.34,145.57,44,Female,2024-07,36-45
C13571,Fashion,72.94,0.1,3,Credit Card,2025-06-10,4,South,No,196.94,8.53,60.4,49,Female,2025-06,46-55
C13192,Sports,195.87,0.0,3,UPI,2024-09-09,6,East,No,587.61,8.58,167.7,25,Female,2024-09,18-25
C14953,Electronics,566.93,0.05,1,COD,2024-09-09,4,North,No,538.58,7.84,56.79,56,Female,2024-09,56-65
C15359,Grocery,25.79,0.15,1,Credit Card,2025-05-16,4,Central,No,21.92,5.29,-3.54,32,Female,2025-05,26-35
C11488,Fashion,17.7,0.1,2,PayPal,2024-01-31,6,East,Yes,31.86,4.63,6.52,36,Male,2024-01,36-45
C11130,Toys,20.81,0.05,1,PayPal,2024-03-06,3,Central,No,19.77,4.54,3.37,23,Male,2024-03,18-25
C16126,Fashion,60.37,0.0,2,UPI,2025-04-01,4,West,No,120.74,7.5,34.76,35,Female,2025-04,26-35
C14275,Grocery,5.56,0.0,1,UPI,2025-03-31,4,West,No,5.56,1.31,-0.87,27,Other,2025-03,26-35
C17183,Toys,103.56,0.05,1,PayPal,2023-12-08,4,West,No,98.38,7.2,32.15,34,Male,2023-12,26-35
C10354,Fashion,85.95,0.05,1,Debit Card,2025-04-15,5,North,No,81.65,6.9,21.68,35,Male,2025-04,26-35
C15029,Home,334.0,0.05,1,Debit Card,2023-11-21,5,West,No,317.3,9.57,79.27,23,Male,2023-11,18-25
C17476,Electronics,103.62,0.0,3,Wallet,2024-01-11,4,South,No,310.86,9.15,28.15,40,Female,2024-01,36-45
C12774,Fashion,6.89,0.15,1,Credit Card,2024-09-08,4,South,No,5.86,3.05,-1.0,68,Male,2024-09,
C10588,Fashion,6.43,0.0,1,COD,2023-09-24,5,East,No,6.43,2.41,-0.16,33,Other,2023-09,26-35
C15856,Home,275.34,0.0,1,PayPal,2024-01-25,5,North,No,275.34,7.09,70.01,68,Female,2024-01,
C10604,Electronics,306.93,0.0,3,Debit Card,2025-04-20,3,North,No,920.79,10.05,100.44,18,Female,2025-04,18-25
C12228,Home,58.42,0.15,1,Debit Card,2024-01-26,6,East,No,49.66,4.69,9.21,53,Female,2024-01,46-55
C10173,Sports,171.04,0.0,1,Debit Card,2023-12-09,3,North,Yes,171.04,8.42,42.89,29,Female,2023-12,26-35
C16497,Home,146.01,0.05,1,PayPal,2024-09-30,5,East,No,138.71,6.56,32.28,41,Female,2024-09,36-45
C10353,Fashion,52.46,0.0,2,Credit Card,2024-07-29,6,West,No,104.92,6.74,29.98,57,Male,2024-07,56-65
C13290,Beauty,42.14,0.0,1,Credit Card,2024-09-18,4,West,No,42.14,6.8,12.16,59,Female,2024-09,56-65
C17822,Electronics,255.84,0.05,1,Credit Card,2023-09-29,4,West,Yes,243.05,8.63,20.54,59,Male,2023-09,56-65
C15434,Fashion,13.68,0.1,4,COD,2024-08-21,5,South,No,49.25,5.93,11.31,54,Male,2024-08,46-55
C10433,Beauty,64.16,0.2,1,Credit Card,2024-06-15,5,East,No,51.33,5.24,17.86,35,Male,2024-06,26-35
C12952,Fashion,103.55,0.05,1,COD,2024-06-19,4,Central,No,98.37,7.41,27.02,60,Female,2024-06,56-65
C16425,Fashion,19.05,0.0,1,Credit Card,2024-05-20,6,North,No,19.05,3.81,2.86,29,Female,2024-05,26-35
C10258,Toys,9.84,0.05,1,COD,2025-08-21,4,South,No,9.35,5.51,-1.77,49,Female,2025-08,46-55
C10867,Grocery,23.59,0.05,1,Debit Card,2025-06-02,3,Central,No,22.41,5.04,-3.25,38,Male,2025-06,36-45
C12606,Toys,72.49,0.0,1,Debit Card,2024-10-19,8,East,No,72.49,7.87,21.13,24,Female,2024-10,18-25
C16148,Electronics,535.42,0.0,1,Debit Card,2025-04-11,4,West,No,535.42,8.63,55.62,65,Male,2025-04,56-65
C13645,Fashion,7.64,0.1,4,COD,2024-10-09,8,South,Yes,27.5,5.38,4.24,54,Male,2024-10,46-55
C16099,Sports,61.6,0.2,1,PayPal,2023-12-03,5,South,No,49.28,5.63,9.15,22,Male,2023-12,18-25
C10595,Grocery,20.7,0.0,1,Credit Card,2025-02-17,3,North,No,20.7,5.52,-3.86,42,Male,2025-02,36-45
C15764,Fashion,35.84,0.0,2,Debit Card,2024-03-21,3,Central,No,71.68,5.79,19.3,68,Male,2024-03,
C10393,Grocery,15.83,0.0,1,Wallet,2025-08-23,5,West,No,15.83,3.0,-1.73,66,Female,2025-08,
C14431,Sports,13.64,0.3,2,Credit Card,2025-05-12,6,East,No,19.1,4.35,1.38,67,Male,2025-05,
C12110,Grocery,4.13,0.05,4,Debit Card,2025-02-17,6,South,No,15.69,3.56,-2.3,21,Female,2025-02,18-25
C13864,Electronics,512.53,0.0,1,PayPal,2023-11-17,4,West,No,512.53,9.76,51.74,44,Male,2023-11,36-45
C14139,Home,38.16,0.0,1,Debit Card,2025-05-19,4,Central,No,38.16,6.66,4.02,65,Female,2025-05,56-65
C12200,Home,477.1,0.3,1,Credit Card,2024-03-28,4,South,No,333.97,9.19,84.32,45,Male,2024-03,36-45
C13997,Sports,54.92,0.0,3,Credit Card,2024-05-29,5,West,No,164.76,8.06,41.37,20,Male,2024-05,18-25
C13853,Sports,31.24,0.0,1,COD,2024-07-17,9,East,No,31.24,5.47,3.9,60,Female,2024-07,56-65
C14949,Grocery,3.85,0.0,2,Debit Card,2024-02-28,4,Central,No,7.7,4.23,-3.61,59,Female,2024-02,56-65
C13754,Toys,5.79,0.0,3,Debit Card,2025-09-05,4,South,No,17.37,4.86,2.09,23,Female,2025-09,18-25
C17323,Electronics,188.73,0.0,1,Credit Card,2025-04-16,7,South,No,188.73,7.97,14.68,62,Female,2025-04,56-65
C17645,Home,124.73,0.05,1,PayPal,2024-01-15,6,East,No,118.49,5.84,27.34,19,Female,2024-01,18-25
C14370,Home,292.65,0.2,1,PayPal,2024-06-13,5,Central,No,234.12,7.14,58.41,27,Male,2024-06,26-35
C13429,Grocery,36.69,0.0,5,Credit Card,2024-12-01,4,South,No,183.45,6.67,8.01,57,Male,2024-12,56-65
C14521,Home,130.6,0.05,1,Debit Card,2025-04-05,3,North,No,124.07,7.0,27.74,42,Female,2025-04,36-45
C17699,Sports,108.52,0.0,1,COD,2023-09-24,5,South,No,108.52,7.18,25.38,49,Male,2023-09,46-55
C14578,Fashion,41.18,0.0,1,Debit Card,2024-05-21,4,South,No,41.18,6.62,7.79,45,Male,2024-05,36-45
C10213,Beauty,13.06,0.1,1,Debit Card,2025-02-10,4,North,No,11.75,4.37,0.92,22,Female,2025-02,18-25
C12126,Fashion,42.54,0.0,2,Credit Card,2023-12-04,4,West,No,85.08,5.9,23.88,19,Male,2023-12,18-25
C10138,Beauty,7.43,0.1,1,Wallet,2024-06-07,6,West,No,6.69,2.57,0.44,60,Female,2024-06,56-65
C15045,Toys,9.67,0.05,1,Debit Card,2024-01-22,4,Central,No,9.19,4.35,-0.67,66,Male,2024-01,
C14193,Electronics,122.34,0.3,1,Credit Card,2023-09-17,4,South,No,85.64,6.84,3.44,57,Other,2023-09,56-65
C13960,Home,251.15,0.0,1,PayPal,2024-04-29,5,West,No,251.15,9.96,60.36,28,Male,2024-04,26-35
C10663,Grocery,3.34,0.1,1,Debit Card,2024-03-12,5,West,No,3.01,1.94,-1.7,60,Male,2024-03,56-65
C16341,Electronics,496.59,0.0,1,Credit Card,2025-01-16,5,Central,No,496.59,10.79,48.8,29,Female,2025-01,26-35
C12832,Fashion,8.38,0.0,1,PayPal,2025-06-20,5,Central,No,8.38,2.33,0.6,49,Male,2025-06,46-55
C16299,Home,151.93,0.0,1,COD,2025-06-09,3,North,No,151.93,8.14,34.4,25,Male,2025-06,18-25
C11073,Toys,30.53,0.0,1,PayPal,2025-01-26,6,West,No,30.53,5.88,6.33,29,Male,2025-01,26-35
C14574,Beauty,5.6,0.0,1,PayPal,2025-08-11,5,West,Yes,5.6,3.74,-1.22,44,Male,2025-08,36-45
C16371,Home,204.67,0.0,1,Credit Card,2023-10-30,6,Central,Yes,204.67,7.2,50.11,29,Male,2023-10,26-35
C14022,Electronics,336.56,0.0,1,Credit Card,2025-01-24,7,South,No,336.56,8.55,31.84,41,Female,2025-01,36-45
C17624,Grocery,16.26,0.05,1,UPI,2024-11-29,4,Central,No,15.45,4.05,-2.81,49,Male,2024-11,46-55
C16665,Fashion,68.16,0.05,1,Credit Card,2024-06-04,8,Central,No,64.75,5.25,17.41,49,Female,2024-06,46-55
C16292,Fashion,13.76,0.0,1,COD,2023-11-10,6,West,No,13.76,5.4,-0.58,49,Female,2023-11,46-55
C15177,Home,220.54,0.0,1,Credit Card,2024-09-18,5,North,No,220.54,8.1,53.65,69,Female,2024-09,
C10161,Home,210.48,0.1,1,Credit Card,2025-05-20,5,South,No,189.43,7.55,45.49,47,Female,2025-05,46-55
C17006,Home,147.04,0.1,1,Credit Card,2024-08-04,5,South,No,132.34,7.99,29.07,45,Female,2024-08,36-45
C11500,Sports,79.1,0.0,1,PayPal,2025-09-03,6,East,No,79.1,5.9,17.83,42,Male,2025-09,36-45
C13178,Toys,39.3,0.0,2,PayPal,2025-08-07,7,East,No,78.6,5.66,25.78,47,Female,2025-08,46-55
C15546,Electronics,740.97,0.05,1,Debit Card,2024-10-14,5,West,No,703.92,8.83,75.64,31,Male,2024-10,26-35
C14490,Home,63.68,0.05,2,Credit Card,2025-08-30,5,South,No,120.99,5.99,27.89,66,Male,2025-08,
C14896,Home,110.22,0.0,1,Debit Card,2025-02-10,6,South,No,110.22,6.43,24.43,61,Female,2025-02,56-65
